place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Wat Mueang Pilok,Thailand,https://goo.gl/maps/N7tWkMSC1A9Uo6eGA,"There are several things you can easily do within the Baan I'Tong village that do not require prior planning, such as taking a walk up to the top of , where you will get a nice view of the landscape surrounding the village.",,,,3,3,4,10,8,5,0,7,0,2,1,2026-04-07
Wat Na Khu Ha,Thailand,https://goo.gl/maps/R8ntUTMkaaEMnxyi6,"Another great place to drop by along the way is , a temple known for its bamboo bridges and a Buddha image surrounded by lush green rice paddies.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Nantaram,Thailand,https://maps.app.goo.gl/Pq7nNmJQhnGrDhE59,"Be sure to stop by Chiang Kham on your way to Phu Langka. Chiang Kham is a small town in Phayao, home to several ethnic groups and many beautiful temples. One of those temples is .

is a temple built in the Thai-Yai architectural style, resembling that of the Shan people in Myanmar. Its multi-tiered roof, constructed on top of a wooden structure, is a great example of the diversity found in Northern Thailand.",,,,4,4,12,3,4,8,2,6,5,6,1,2026-04-07
Wat Neramit Wipassana,Thailand,https://maps.app.goo.gl/cq8ssGSnZsNrjFMi7,"I didn’t have the time or the mental energy to brave the traffic here, but if you do, be sure to check out . It’s a large and highly revered local temple featuring beautiful architecture, Buddhist murals, and spacious grounds perfect for exploring. The temple is open daily from 6 AM to 6 PM.",,,,3,4,8,7,3,9,0,8,0,5,1,2026-04-07
Wat Non Kum,Thailand,https://maps.app.goo.gl/R1q65Jgrh1JJ2WHY9,"We begin this itinerary with Nakhon Ratchasima, or Korat for short, the gateway to Isaan. Located only 3 hours' drive away from Bangkok, Korat is one of the most accessible places to visit in Isaan and a perfect place to begin this journey. After getting your car rental sorted in Bangkok, you can begin driving northeast, following Google Maps all the way to your first attraction, , located just outside the Korat City Premise.",,,,0,1,8,5,5,4,0,6,8,10,1,2026-04-07
Wat Nong Huling,Thailand,https://maps.app.goo.gl/NW8QoQ5NW4LdaALWA,", also known as ""Wat Ruea"", which translates to Boat Temple, is exactly what you’d expect, a temple shaped like a boat. Well, technically, it’s a royal barge, fully decked out with gold-colored decorations from top to bottom. The amount of detail put into building this boat temple is truly mind-boggling!",,,,2,4,4,0,3,10,0,6,8,9,1,2026-04-07
Wat Nong Pah Pong,Thailand,https://maps.app.goo.gl/payyiRRYqrpmo59S9,"There are several attractions around Ubon Ratchathani City worth visiting, such as , a beautiful forest temple with a stunning golden pagoda; Wat Phra That Nong Bua, a highly revered temple featuring a giant stupa decorated with intricate designs inside and out; and Huk Mun Market, a riverside night market perfect for an evening drink while watching the sunset over the Mun River.",,,,7,7,8,9,4,10,0,9,1,4,1,2026-04-07
Wat Pa Kung,Thailand,https://maps.app.goo.gl/CEk5riN7qG9ZaCGb7,"Did you know you don’t have to travel all the way to Indonesia to see Borobudur, one of the world’s most ancient and sacred Buddhist sites? You can simply visit , a forest temple about a 30-minute drive from Roi Et City Center, where you’ll find a replica of Borobudur.",,,,2,5,4,8,5,10,0,7,3,10,1,2026-04-07
Wat Pa Non Sawan,Thailand,https://maps.app.goo.gl/ivxSczwPQ7DfEVEt5,"In the afternoon, you can drive to  located just outside Roi Et's city premises.  is probably one of the most colorful and quirky temples you can visit in Roi Et. It’s best known for its vast collection of vibrant statues and carvings that depict everything from the life cycle of the Buddha to mythical creatures of Buddhist theology, like nagas, giants, and more.",,,,2,5,0,1,3,10,0,4,2,9,1,2026-04-07
Wat Pa Sak Historical Site,Thailand,https://goo.gl/maps/9Cwtn742Z7QkwYZ98,"For history buffs, there are places like  and Wat Phrathat Chedi Luang where you can learn more about the city's past.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Pa Sri Mongkhon Rattanaram,Thailand,https://maps.app.goo.gl/ZcgytLDvgFTDwei16,"From here, we will be entering Si Saket, and before you enter the city's premise, be sure to stop by and check out  first. At first glance, it seems like a random temple in the middle of nowhere, but it’s actually one of the most beautiful in the province. The temple features stunning cave-like prayer halls filled with intricate sculptures covering every surface, from floor to ceiling. It's quite a sight to behold.",,,,6,7,4,9,6,10,0,7,0,6,1,2026-04-07
Wat Pa Thamma Utthayan,Thailand,https://maps.app.goo.gl/GSPdDbDxYewDbTRXA,"Located not too far from Khon Kaen, you will find , a forest temple known for its Buddha park full of beautiful large trees creating endless shades throughout the day and all its creative and colorful sculptures and statues of all sorts of mythical creatures from Buddhist theology.",,,,6,9,4,10,5,9,0,7,0,5,1,2026-04-07
Wat Paknam Phasi Charoen,Thailand,https://maps.app.goo.gl/R3nrJgu8GQACBaa98,"One of my favorite temples in Bangkok is , home to one of the largest Buddha images in Bangkok that you can see, glistening in the sun from miles away.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Pha Rat,Thailand,https://goo.gl/maps/R41mVJn9S6PeSd8d7,"After visiting Wat Umong, it is time to head up Doi Suthep for a nice sunset. But before that, there is one forest temple that you should visit.  is a lesser-known temple located along the way from the base of Doi Suthep and Wat Pra That Doi Suthep temple.

is a lesser-known temple located along the way from the base of Doi Suthep to Wat Pra That Doi Suthep temple. Nestled in lush green forest, the temple serves as a great place for monks and people to meditate in solitude away from the crowdedness of most community temples in the city.",,,,2,4,4,8,5,9,0,8,5,8,1,2026-04-07
Wat Pha Tak Suea,Thailand,https://maps.app.goo.gl/Y1o3FTTTbdG7eBNTA,"You know, I do like a good cliff viewpoint, and one of the best viewpoints I found in Nong Khai is at , a temple built on top of a mountain ridge overlooking the Mekong River. It is one of the most expansive and stunning viewpoints I've come across as I drove along the Mekong River to Nong Khai.",,,,5,6,4,10,8,7,0,8,0,7,1,2026-04-07
Wat Phai Lom (Royal Monastery),Thailand,https://maps.app.goo.gl/gh2jBxN8QfJMW1TL8,"Not too far from the Cathedral of the Immaculate Conception, you will find , a quiet old temple that was established way back in the late Ayutthaya era and has served as a Buddhist school for monks for more than 100 years.",,,,2,5,4,8,6,10,0,6,0,9,1,2026-04-07
Wat Phanan Choeng,Thailand,https://www.google.com/maps/place/Wat+Phanan+Choeng,A giant golden Buddha statue built before the city of Ayutthaya.,Ayutthaya,Temple,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Pho,Thailand,"https://www.google.com/maps/place/Wat+Pho,+Bangkok,+Thailand","At the heart of Bangkok's historic attractions, these spectacular buildings show off the wealth and privilege enjoyed by old Thai kings.

is another great temple you should visit in Bangkok. It is right next to the Grand Palace, and you will be able to see one of the largest reclining Buddha statues in the country here.

is a little less busy than the Grand Palace and offers you a closer look at the stunning Thai architecture within the temple courtyard. From the giant Reclining Buddha image to lines and lines of Buddha statues, there is no shortage of great photo ops here at .",Central Thailand,Temple,The Blonde Abroad,6,6,14,6,5,7,3,6,3,6,1,2026-04-07
Wat Pho Chai Phra Aram Luang,Thailand,https://maps.app.goo.gl/kQfjgTwr3YTQamHi6,"Another famous temple in Nong Khai that you might want to check out is , located right in the city center. This temple is home to the sacred Luang Phor Phra Sai, a Buddha statue with a gold head and bronze body, adorned with rubies. It is one of three images cast in Lan Xang and transported from Vientiane in 1778. One statue was lost in the Mekong, another resides in Bangkok, while Phra Sai remains here.",,,,2,3,8,0,0,9,0,5,7,9,1,2026-04-07
Wat Phon Chai,Thailand,https://maps.app.goo.gl/txAYNG4Rwqhzwhsm7,"Today, the Phi Ta Khon Festival is a vibrant fusion of religion, folklore, and tradition, born from a mythic past and kept alive through generations of storytelling and communal celebration. The main event takes place in Dan Sai, Loei, beginning at  and extending throughout much of the town's main street.

The Phi Ta Khon Festival is held in Dan Sai, a small town in Loei Province, northeastern Thailand. The event starts from  and extends throughout much of the Kaew Asa Road.

Here, you’ll start to see people in colorful ghost masks and costumes entertaining visitors. You can ask to take photos with them; it’s a lot of fun! The variety of mask and costume designs is incredible. Despite the huge crowd, people moved slowly but steadily, and before long, I found myself flowing with the crowd toward , where the main event takes place.",,,,4,5,8,2,6,8,2,7,7,7,1,2026-04-07
Wat Phon Chai in Dan Sai,Thailand,https://maps.app.goo.gl/NJ6T6TfcNP67JLdB6,"From Chiang Khan, it should take about 3 hours to drive to Phetchabun province, but we can break the trip down a bit and stop at places like , which is where the famous Phi Ta Kone Festival is held every year. There's a small museum you can visit inside the temple where you can see these colorful ghost masks on display.",,,,2,5,8,9,5,9,0,7,0,6,1,2026-04-07
Wat Phra Borommathat Sawi,Thailand,https://goo.gl/maps/usZv3kw5PaTC1eeL6,is an incredibly old temple in Chumphon that is believed to have been built during the Srivijaya Empire in the 8th century making it one of the oldest and most revered temples in the region.,,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phra Nang Din,Thailand,https://goo.gl/maps/2UkYP3EgfXNg5cV46,"Another impressive temple to visit in Chiang Kham is , where you will find an elegantly decorated golden stupa that is hard to take your eyes off of.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phra Si Maha Pho,Thailand,https://maps.app.goo.gl/5V5Fb9G3tuwk7PLk9,"Next up, you have to check out , a seemingly ordinary temple that sits along the scenic banks of the Mekong River. What's cool about this temple is that one of Mukdahan's finest French colonial buildings is located within its walls, and you might not even notice it if you drive past.",,,,3,5,4,7,4,10,0,6,3,9,1,2026-04-07
Wat Phra Singh,Thailand,https://goo.gl/maps/PCZvEtE7MtEaUcgw5,"The last temple you will visit within the vicinity of the old ancient wall of Chiang Mai is , a temple built in the 14th Century that proudly displays the stunning classic Lanna architectural style with its blindingly gold chedi and several teak wood temples, all within the temple's courtyard.",,,,4,5,4,1,1,9,0,7,3,8,1,2026-04-07
Wat Phra That Chaiyaphum,Thailand,https://maps.app.goo.gl/ayb2H3RwfAUenzCp6,"While exploring Phu Laen Kha Mountain, be sure to visit , one of the province's most revered temples, located among the rolling hills and lush green forests of Phu Laen Kha Mountain, about 44 km north of the city center.",,,,2,5,4,9,8,10,0,6,1,8,1,2026-04-07
Wat Phra That Choeng Chum Worawihan,Thailand,https://maps.app.goo.gl/PCddu62oV66sW77N9,"is the most sacred and highly revered temple in Sakon Nakhon located right in the city center and it is considered one of the finest examples of Lao-style Buddhist architecture in Isaan.

Once you are done, you can hop over to , a beautiful stunning temple highly revered by the locals. Around here, you should be able to find a place for a quick lunch before we head over to the other side of the city located on the opposite bank of Nong Han Lake.",,,,4,4,12,6,6,7,4,6,3,6,1,2026-04-07
Wat Phra That Doi Suthep,Thailand,https://goo.gl/maps/YEL9uShA6nzUbP7B7,"After spending your time at Pha Lat Temple, continue along the winding road up to the top of Doi Suthep mountain, and you will find , one of the most important temples in Northern Thailand, waiting for you.",,,,3,4,4,9,8,10,1,7,4,6,1,2026-04-07
Wat Phra That Hariphunchai,Thailand,https://goo.gl/maps/g9aDWC5Ejmtd1NqCA,"One of the most renowned temples in Lamphun that you should visit is , situated in the center of Lamphun city. The temple, built in the early 12th century by a Hariphunchai King, was constructed to enshrine another Buddha relic discovered at this site.",,,,1,3,4,0,2,9,0,6,8,10,1,2026-04-07
Wat Phra That Lampang Luang,Thailand,https://goo.gl/maps/nJmRLrvudaHMdXUDA,"As evening approaches, you can drive over to , located 17 km southwest of Lampang. This temple, built in the 13th century in a Lanna architectural style, is one of the most revered temples in Lampang and is surrounded by a beautiful ancient wall, where you can stroll around before heading back to the city to spend the night.",,,,3,5,0,7,5,10,0,7,0,8,1,2026-04-07
Wat Phra That Mae Chedi,Thailand,https://maps.app.goo.gl/PL3w5cam9V9FrfnJ6,"After spending several days along the Mae Hong Son Loop, it's time to move on to Phayao, a stunning lakeside city that reminds me of those beautiful lakeside cities in Europe. It should take about 5 hours to get from Pai to Phayao, so be sure to start early and prepare for the long drive. You can break the trip down and check out  and Kwan Phayao (Dinosaur) Viewpoint along the way before you arrive in Phayao City.

On the last day of this itinerary, you will have to drive back from Phayao to Chiang Mai, which shouldn't take you more than 3 hours. You can break the trip down and check out  and Kwan Phayao (Dinosaur) Viewpoint as you make your way back to Chiang Mai.",,,,2,4,6,10,8,2,0,6,0,6,1,2026-04-07
Wat Phra That Pha Sorn Kaew,Thailand,https://maps.app.goo.gl/bsJ57cV5s7N8LJRZ8,"For accommodations in Phetchabun, I highly recommend staying in Khao Kho, near  preferably. This way, you can visit the temple in the morning and explore the rest of the Khao Kho region, which is my favorite part of Phetchabun. You can find some of these accommodations here. You can stay 2 nights so you can relax a little before driving back to Bangkok.

On the next day, you can visit  first thing in the morning, which is especially stunning as clouds often roll over the mountains at this time. This is probably one of the most photogenic temples in Thailand, with its colorful architecture, a mountainous backdrop, and massive layered Buddha images at its center.

Have you ever wondered what a Buddhist heaven might look like in real life? Well,  will give you a good glimpse of it. This awe-inspiring temple is hard to describe in words. It is located among the rolling hills of Khao Kho, a large mountainous area in Phetchabun. Due to its location and climate, the area is often engulfed in clouds, creating a feeling that you are visiting a temple in heaven above the clouds.",,,,5,5,6,9,5,9,1,9,4,7,1,2026-04-07
Wat Phra Yai,Thailand,https://www.google.com/maps/place/Wat+Phra+Yai,Wat Phra Yai is a close second to the Big Buddha temple.,Koh Samui,Temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phrasi Rattana Mahathat,Thailand,https://goo.gl/maps/N7bnxDcyfDwNh7rn8,"Lopburi is home to some of the oldest structures in the country, with many of them believed to have been constructed between the 10th and 11th centuries, such as the stunning  and King Narai's Palace.",,,,3,5,4,0,3,10,1,6,6,8,1,2026-04-07
Wat Phrathat Bangphuan,Thailand,https://maps.app.goo.gl/oQp8fATPrhGwoSp27,"One of the most highly revered temples in Nong Khai City is , an ancient temple known for its deep historical roots and many old structures scattered throughout its grounds. Located just a short distance from Nong Khai City, it’s a great place to visit and explore while you’re in the area.",,,,2,4,4,0,2,10,0,6,9,9,1,2026-04-07
Wat Phrathat Doi Kongmu,Thailand,https://goo.gl/maps/zGFDUeZWsxu2t2HG8,"The next morning, wake up around 5-6 AM and head out to the top of , one of the oldest temples, to witness the stunning sunrise over the foggy city of Mae Hong Son.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phrathat Khao Noi's Viewpoint,Thailand,https://goo.gl/maps/nUa9zapTMwd4oJxH7,"If you are looking for a great viewpoint of Nan City,  is what you are looking for. The temple was built in 1487 and is located at the top of Khao Noi hill, west of Nan's city center.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phrathat Pha Ngao,Thailand,https://goo.gl/maps/7KQf4jKqt2JtHBBr5,"There are also several temples that are worth visiting, such as  and Wat Phra That Chom Kitti, where you will find nice viewpoints to see the river that divides Laos and Thailand from above.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phrathat Phanom,Thailand,https://maps.app.goo.gl/xjAVm3whxGtyrHse7,"Visiting all seven is believed to bring even more good fortune and spiritual fulfillment. If you have time, you can do just that, but it may seem easier than it actually is as many of them are scattered across the province with at least 4 of them further inland. I managed to only visit 3 of them; , Phra That Renu, and Phra That Nakorn.

If you only have time to visit one, I highly recommend . It is the largest and most popular site, attracting travelers from across the country every day who come to make merit, regardless of their birth date. The stupa here is truly massive!",,,,1,2,4,4,4,9,0,4,2,5,1,2026-04-07
Wat Phrathat Phanom Woramahawihan,Thailand,https://maps.app.goo.gl/xjAVm3whxGtyrHse7,"Our first stop of the day is , one of the 7 sacred Prathat pagodas in Nakhon Phanom, and this is the largest and most famous of them all. According to the ancient chronicles discovered in Nakhon Phanom and Laos, they mention the 7 sacred sites that travelers should visit when they stop by Nakhon Phanom as they traverse the Mekong River, and to this day, people from all over Thailand come here to make merit every day.",,,,1,3,4,4,5,9,0,7,9,10,1,2026-04-07
Wat Phrathat Suthon Mongkhon Khiri,Thailand,https://goo.gl/maps/T8KAh6F2X9zzquUR7,"Another impressive temple in Phrae to visit is , a newly-built temple full of stunning architecture inspired by traditional styles, with a mix of Lanna and Burmese influences, teak wood usage, and delicate sculptures.",,,,5,6,8,0,3,9,1,7,9,9,1,2026-04-07
Wat Phu Khao Thong,Thailand,https://www.google.com/maps/place/Wat+Phu+Khao+Thong,A unique white temple located outside of the main Ayutthaya Historical Park.,Ayutthaya,Temple,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Phu Thong Thep Nimit,Thailand,https://maps.app.goo.gl/j5EdVyZb6yW8HZqRA,"Last but not least, just before you head back to Udon Thani City from Phu Foi Lom National Park, be sure to stop by , a forest temple perched atop a small mountain. It features a giant white Buddha statue at the summit and offers stunning panoramic views of the surrounding landscape that you can hike to.",,,,3,6,4,10,8,9,0,6,0,6,1,2026-04-07
Wat Phuket,Thailand,https://goo.gl/maps/vBkyJ9zdXVDhmTBJA,"After a night in Phu Langka, you can drive east into Nan, another stunning province with a rich history and a ton of cool things to do. As you make your way to Sapan, a place where we will be spending the night, be sure to drop by Pua, a small town located on the foothill of the mountainous region of Nan, home to cool temples like .

After a night in Nan City, you can head north and make your way to Sapan. Along the way, be sure to drop by Pua, a small town located on the foothill of the mountainous region of Nan, home to cool temples like .",,,,2,4,6,10,8,10,2,7,4,4,1,2026-04-07
Wat Phumin,Thailand,https://goo.gl/maps/bqK1GPJ6uhsfWeVW9,"After you are done with Sapan, it is time to head over to Nan City and see what this historical city has to offer. It should take about 2 hours before you arrive in Nan City. First and foremost, I highly recommend you visit , the city's most famous landmark.",,,,0,1,4,0,0,8,0,1,0,2,1,2026-04-07
Wat Phuttha Nimit,Thailand,https://maps.app.goo.gl/z4aDv6EdgzM4tPpWA,"Once you are done with Sirindhorn Museum, you can then proceed to Mukdahan where you can choose to stop at , a beautiful forest temple, or Phu Faek Forest Park, where you can see the real dinosaur footprints. And this is not just some small footprints, but a real big one, as you can see from the photo above. I really enjoyed it!

I happened to stumble upon  by chance while driving through Kalasin. A massive pagoda caught my eye from the road, and curiosity got the better of me, so I drove up the hill to check it out.",,,,2,5,12,6,6,4,2,4,2,4,1,2026-04-07
Wat Plai Laem,Thailand,https://www.google.com/maps/place/Wat+Plai+Laem,Wat Plai Laem is a huge complex of temples and its where you can see a sculpture of a Guanyin (the Buddhist bodhisattva associated with compassion).,Koh Samui,Temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Pong Sanuk Nua,Thailand,https://goo.gl/maps/DZqe6PXk8nJeQz4R9,"Once you're done exploring the southern side of the Wang River, it's time to cross the river and discover the attractions on the northern side. One of the first temples you will encounter there is , a stunning Buddhist temple built in the late 19th century with teak wood, in a perfect mix of architectural styles between Lanna and Shan.",,,,2,4,4,1,3,9,0,6,6,9,1,2026-04-07
Wat Puttha Wanaram,Thailand,https://maps.app.goo.gl/XCKM83j4wa6arT979,"And now we are entering the premise of Maha Sarakham City proper, and one of the places I highly recommend you check out while here is , another extremely sacred and highly revered temple here with tons of beautiful architecture and sculptures waiting for you to explore.",,,,1,1,4,0,0,9,0,0,0,1,1,2026-04-07
Wat Ratchabophit,Thailand,https://goo.gl/maps/sy88bqneensGHZED7,"Another beautiful, albeit a little smaller, temple you should visit when you are in Bangkok is . Not many know about this temple, but  is home to some of the most stunning architectural designs, and best of all, it is free to enter.

was built in the 19th Century with a mixture of Thai and Western architectural styles. The exterior is clearly Thai, but once you get inside, you will notice the interior design and decor reminiscent of those found in chapels and churches in Europe, which is quite unique.

After spending the morning in the city center, it's time to head back to the Old Town once again and spend the afternoon exploring the tourist attractions that are further away from the Old Town. One of these tourist attractions is . Not many know about this temple, but  is home to some of the most stunning architecture around, and best of all, it is free to enter.",,,,3,3,8,0,1,9,1,6,6,9,1,2026-04-07
Wat Roi Phra Phutthabat Phu Manorom,Thailand,https://maps.app.goo.gl/hJJJinU6SggYo4k86,"The rest of the afternoon, you can go up  and check out the view from there, then head over to Phu Pha Thoep National Park for some hiking before coming back to Mukdahan City and resting for the day.

If you go up Ho Kaeo Observation Tower and look south, you’ll notice a massive white Buddha statue atop a mountain overlooking the city and the Mekong River. That’s , home to one of the largest Buddha images in Thailand, and it's a great place to visit if you are looking for a stunning viewpoint over the surrounding area.",,,,5,6,12,8,6,7,2,6,2,6,1,2026-04-07
Wat Rong Khun,Thailand,https://goo.gl/maps/Lwq6fFuQoZznyETv6,"After Phayao, it's time to explore Chiang Rai starting with Chiang Rai City. It should take you about 1.5 hours to get from Phayao to Chiang Rai, and along the way, be sure to stop by the famous White Temple, or as the Thais call it, .

is the most popular landmark in Chiang Rai for a reason. Its uniquely designed structure is full of extremely detailed sculptures and carvings, and unlike any other temple, it is all covered in glass and painted in blinding white.",,,,4,6,10,4,5,9,2,8,6,8,1,2026-04-07
Wat Rong Suea Ten,Thailand,https://goo.gl/maps/pMpaJsMBxsxca8cv5,"Another well-known temple in Chiang Rai that you should definitely check out while you are here is the all-blue temple of . The entire temple is covered in sapphire blue paint, both on the outside and inside, making it one of the most unique temples in the country.",,,,3,4,4,8,4,10,0,6,0,6,1,2026-04-07
Wat Saket,Thailand,https://goo.gl/maps/DBMNzWRRWJeT1zW67,"One of the best viewpoints you can get in Old Town Bangkok is from the observation deck at , or as it is known, the Golden Mountain. It is one of the best sunset spots in the area as it offers a stunning 360° panoramic view of the city.

itself was built in the 18th century during the Ayutthaya era around the ground level of the modern-day Golden Mountain, and it was not until the mid-19th century that the 80m-high hill was artificially constructed to support the golden pagoda atop. Hence, the name ""the Golden Mountain.""

One of the highest points in the Old City area of Bangkok is at , or as it is known, the Golden Mountain. It is one of the best sunset spots in the area as it offers a stunning 360° panoramic view over the city.",,,,5,4,8,9,7,3,0,8,0,6,1,2026-04-07
Wat Si Khun Muang,Thailand,https://maps.app.goo.gl/DDoC6JiuSSLNgt2P7,"is one of Chiang Khan's sacred temples and highly revered by the locals. It is located right by Chiang Khan Walking Street, making it a great place to drop by and see its beautiful architecture.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Si Rongmuang,Thailand,https://goo.gl/maps/kCMspZ1T18KYcMSu7,"One of the first places I recommend you check out while you are here is , a stunning Buddhist temple built in the early 20th century by a Burmese immigrant. It showcases a beautiful blend of Shan and Lanna architectural styles, reminiscent of the temples in Mandalay, Myanmar.",,,,1,2,4,0,0,10,0,2,0,6,1,2026-04-07
Wat Si That,Thailand,https://maps.app.goo.gl/CvK9Hsz5gWQxbsVs9,"The real lion statue is still largely intact and is currently located at , about a 20-minute drive northeast of Yasothon Old Town. The stone statue is housed in a shrine, and people still make merit and pay respects to it to this day. If you have time and want to see the real deal, be sure to drop by  as well.",,,,1,2,4,0,0,9,0,2,1,6,1,2026-04-07
Wat Sri Suphon,Thailand,https://goo.gl/maps/ypEYf34FZ8HFmz8h8,"Now that you've seen all the white and gold pagodas at Wat Suan Dok and Wat Phra Singh temples, how about we visit an all-silver temple, ? , also known as the Silver Temple, is located just south of the walled old city of Chiang Mai.

is known for, you guessed it, the temple design that is covered in handcrafted silver decors. From the outside wall to every corner of the temple's ordination hall, everything is covered in silver from head to toe.",,,,2,2,4,0,2,10,2,4,4,4,1,2026-04-07
Wat Suan Dok,Thailand,https://goo.gl/maps/GfbuH4fiHJA5yRc19,"After spending the first half of the day exploring the temples inside the old city wall, it's time to take your scooter and explore the outside with a visit to , a 14th-century temple known for its numerous beautiful white pagodas scattered throughout the temple grounds.

After spending the morning exploring all the attractions within Chiang Mai's old wall, it is time to go out with your motorbike and see what the rest of Chiang Mai has to offer. On our way towards the mountain, we should stop at , a 14th-century temple known for its numerous beautiful white pagodas scattered throughout the temple grounds.",,,,3,6,8,8,6,10,0,6,1,8,1,2026-04-07
Wat Tham Erawan,Thailand,https://maps.app.goo.gl/YU92bE4ajLps7Dh57,"Another great stop as you continue west is , a temple built into a massive opening on the side of a limestone cliff that you can spot from miles away. To get up there, you are going to have to scale 600 steps. It’s a bit steep, but once you’re there, any tiredness instantly fades as you see the giant Buddha image and the vast cave system behind it that you can explore further.

The number of stunning cave temples in Nong Bua Lamphu is astounding, and one of the most impressive you should definitely visit is . Technically, it’s within the jurisdiction of Loei province, but it sits right on the border between the two provinces, and it would be a shame to come all this way and not see it.",,,,3,4,6,10,8,9,0,6,0,6,1,2026-04-07
Wat Tham Klong Phle,Thailand,https://maps.app.goo.gl/Qm5ksTjY3FZWEk1V8,"is another cave temple in Nong Bua Lamphu that’s worth a visit. It features intricate Buddha images carved into the rock, a collection of petrified wood, and a peaceful, inviting atmosphere that makes it a lovely place to explore.",,,,4,6,4,10,5,10,0,8,0,6,1,2026-04-07
Wat Tham Pha Daen,Thailand,https://maps.app.goo.gl/UGW8Zix6QsjSAvC6A,"Sakon Nakhon is home to some truly impressive forest temples, and one of my favorites is . Located amid the lush Phu Phan Mountains, about 20–35 km from Sakon Nakhon city, this Buddhist temple is full of colorful sculptures, stunning viewpoints, and much more, waiting for you to explore.

From Wat Phrathat Phanom Woramahawihan, it should be about one hour's drive before you arrive in Sakon Nakhon City. Before entering the city's premise, you can drop over to  and check out the viewpoint and its beautiful collection of religious sculptures and beautiful architecture.",,,,4,6,4,9,5,10,0,6,0,6,1,2026-04-07
Wat Tham Si Mongkhon,Thailand,https://maps.app.goo.gl/2HB9y2ZLXUiQz1RPA,"If you are looking for a real adventure, like a scary caving through narrow caves to get to shrines, you might wanna check out . The temple has a cave system with several shrines built inside it, and many locals like to do the pilgrimage and visit the shrine inside.",,,,2,5,4,9,10,10,0,7,4,7,1,2026-04-07
Wat Tham Suea,Thailand,https://goo.gl/maps/PxvYesHTvsTETJna9,"From Wat Baan Tham, it is only a few kilometers until you arrive at , a stunning temple complex consisting of multiple architectural wonders, from several towers and pagodas of various architectural styles to the 18-meter-tall giant Buddha image that dominates Kanchanaburi landscapes.

On your second day, I highly recommend that you get up as early as 6 AM and drive to  to hike up to the viewpoint. If you are lucky, as I was, you might be able to witness the sea of clouds, which is pretty rare in Krabi.

is a mountain temple known for its cave, where a tiger once resided, as well as the epic pilgrimage trail that will take you to the top of a limestone mountain. From there, you will be able to see an unobstructed panoramic view of Krabi town and all its surroundings.",,,,3,4,4,10,9,6,0,7,1,5,1,2026-04-07
Wat Tham Suwannakhuha,Thailand,https://maps.app.goo.gl/y1mogHofsQhxC1r89,"Next, we visit , another beautiful temple built into the side of a limestone cliff, but this time at ground level, unlike the other cave temples on this list that are perched high up in the mountains.",,,,3,5,8,10,8,10,0,6,1,5,1,2026-04-07
Wat Thung Setthi,Thailand,https://maps.app.goo.gl/rbuw4wA1fPbvpfaWA,"is a stunning modern Buddhist temple located just outside Khon Kaen city. It is known for its impressive architecture that, unlike many traditional temples, incorporates contemporary design elements such as sweeping white spires, large golden statues, and striking murals that blend Buddhist symbolism with modern artistry.",,,,6,6,4,2,2,10,0,8,0,7,1,2026-04-07
Wat Thung Si Mueang,Thailand,https://maps.app.goo.gl/WNY6vqG9egiiBNaV8,"While you are in the city, you might also want to check out , home to the beautiful wooden library built on stilts in the middle of a pond, Thung Sri Mueang Park, where you will find an elaborate golden monument glistening in the sun, and Ubon Ratchathani National Museum, a great city museum where you can learn more about Ubon Ratchathani province as a whole.",,,,3,6,4,10,5,8,0,7,0,5,1,2026-04-07
Wat Tilok Aram,Thailand,https://goo.gl/maps/KHMcV7NMQJkmxtbz6,"Right in the middle of Phayao Lake, there is a small temple that you can also visit while you are here. The temple is called , and it used to be an ancient temple that predates even the lake itself.

is over 500 years old, but due to the dam construction that flooded the area to form Phayao Lake, the old temple was completely submerged. What remains is this small island temple built on top of the old temple.",,,,4,4,10,6,6,8,2,5,2,5,1,2026-04-07
